Time_Frame,TM_Srvc_Type,Time_Frame_Yr,Time_Frame_Mth,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,TM_Bene_Cnt,Tot_Bene_Cnt,TM_Bene_Pct
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Montana,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Montana,All,White,All,All,All,All,6172,62801,0.0982786898
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Montana,Medicare & Medicaid,All,All,All,All,All,1864,12442,0.1498151423
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Montana,Medicare Only,All,All,All,All,All,4836,55778,0.0867008498
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,All,Aged,All,All,2448407,19063326,0.1284354577
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,All,All,65-74,All,1271362,9395463,0.1353165884
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,All,All,75-84,All,858094,6848959,0.1252882372
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,All,All,85 and over,All,351985,3106387,0.113310093
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,All,All,All,All,3097637,22775515,0.1360073307
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,All,All,All,Rural,431088,4248780,0.101461596
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,All,All,All,Urban,2662812,18487616,0.1440321997
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,All,All,Less than 65,All,616014,3423484,0.1799377476
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,All,Disabled,All,All,593228,3221459,0.1841488593
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,All,ESRD,All,All,55820,489508,0.1140328657
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,Female,All,All,All,1885590,13110733,0.1438203341
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,All,Male,All,All,All,1211865,9663560,0.1254056476
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,All,Aged,All,All,6737,66815,0.1008306518
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,All,All,65-74,All,3836,36966,0.1037710328
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,All,All,75-84,All,2401,24117,0.0995563296
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,All,All,85 and over,All,722,8640,0.0835648148
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,All,All,All,All,11117,98523,0.1128365965
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,All,All,All,Rural,4666,48607,0.0959944041
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,All,All,All,Urban,6408,49540,0.1293500202
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,All,All,Less than 65,All,4158,28800,0.144375
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,All,Disabled,All,All,3828,25304,0.15128043
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,All,ESRD,All,All,552,6404,0.0861961274
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,Female,All,All,All,7193,59410,0.1210738933
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,American Indian / Alaska Native,Male,All,All,All,3924,39113,0.1003247002
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,All,Aged,All,All,88841,571624,0.1554185968
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,All,All,65-74,All,45253,291708,0.1551311586
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,All,All,75-84,All,31467,202077,0.1557178699
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,All,All,85 and over,All,14092,92978,0.1515627353
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,All,All,All,All,100815,639848,0.1575608582
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,All,All,All,Rural,2403,21723,0.1106200801
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,All,All,All,Urban,98273,615797,0.159586682
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,All,All,Less than 65,All,10003,53085,0.1884336442
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,All,Disabled,All,All,8966,44510,0.2014378791
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,All,ESRD,All,All,3008,23714,0.1268449017
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,Female,All,All,All,58957,363474,0.1622041742
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Asian,Male,All,All,All,41858,276374,0.1514541889
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,All,Aged,All,All,229004,1788852,0.1280172982
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,All,All,65-74,All,135665,1045986,0.1297005887
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,All,All,75-84,All,74103,595843,0.1243666536
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,All,All,85 and over,All,27451,232367,0.1181363963
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,All,All,All,All,348529,2584496,0.1348537587
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,All,All,All,Rural,26906,311454,0.0863883591
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,All,All,All,Urban,320698,2263308,0.1416943695
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,All,All,Less than 65,All,111310,710300,0.1567084331
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,All,Disabled,All,All,103187,628992,0.1640513711
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,All,ESRD,All,All,16338,166652,0.0980366272
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,Female,All,All,All,231081,1594096,0.1449605294
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Black/African American,Male,All,All,All,117448,990400,0.1185864297
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,All,Aged,All,All,280340,1767094,0.1586446448
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,All,All,65-74,All,152418,949610,0.1605058919
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,All,All,75-84,All,97054,620761,0.1563468066
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,All,All,85 and over,All,36491,243560,0.1498234521
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,All,All,All,All,372231,2259566,0.1647356174
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,All,All,All,Rural,18579,160234,0.1159491743
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,All,All,All,Urban,353220,2095061,0.168596523
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,All,All,Less than 65,All,86268,445635,0.1935844357
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,All,Disabled,All,All,81540,404086,0.2017887281
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,All,ESRD,All,All,10351,88386,0.1171113072
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,Female,All,All,All,231121,1313207,0.1759973866
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Hispanic,Male,All,All,All,141110,946359,0.1491083194
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,All,Aged,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,All,All,65-74,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,All,All,75-84,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,All,All,85 and over,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,All,All,All,Rural,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,All,All,All,Urban,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,All,All,Less than 65,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,All,Disabled,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,All,ESRD,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,Female,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,Other/Unknown,Male,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,All,Aged,All,All,1778357,14423593,0.123295007
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,All,All,65-74,All,885461,6734481,0.1314816984
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,All,All,75-84,All,639630,5315458,0.1203339392
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,All,All,85 and over,All,269332,2504065,0.1075579108
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,All,All,All,All,2187389,16685258,0.1310971038
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,All,All,All,Rural,371217,3640856,0.1019587152
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,All,All,All,Urban,1814244,13024198,0.1392979437
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,All,All,Less than 65,All,392966,2131254,0.1843825278
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,All,Disabled,All,All,384971,2068961,0.1860697229
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,All,ESRD,All,All,24061,192704,0.1248598887
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,Female,All,All,All,1320430,9560009,0.1381201629
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,All,White,Male,All,All,All,866959,7125249,0.1216742039
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,All,Aged,All,All,475847,3533280,0.1346757121
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,All,All,65-74,All,263104,1785195,0.1473810984
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,All,All,75-84,All,149993,1147199,0.1307471502
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,All,All,85 and over,All,74091,707914,0.1046610181
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,All,All,All,All,879134,5732688,0.1533545869
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,All,All,All,Rural,140370,1136381,0.1235237126
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,All,All,All,Urban,737598,4584518,0.1608888873
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,All,All,Less than 65,All,391946,2092380,0.1873206588
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,All,Disabled,All,All,377387,1963827,0.1921691677
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,All,ESRD,All,All,25900,235581,0.1099409545
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,Female,All,All,All,580350,3601617,0.1611359564
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,All,Male,All,All,All,298784,2131071,0.1402036816
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,American Indian / Alaska Native,All,All,All,All,5751,45430,0.1265903588
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,Asian,All,All,All,All,47581,300399,0.1583926711
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,Black/African American,All,All,All,All,167754,1209122,0.1387403422
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,Hispanic,All,All,All,All,167823,993266,0.1689607819
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare & Medicaid,White,All,All,All,All,470307,3077443,0.1528239516
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,All,Aged,All,All,1972560,15530046,0.1270157217
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,All,All,65-74,All,1008258,7610268,0.13248653
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,All,All,75-84,All,708101,5701760,0.1241898993
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,All,All,85 and over,All,277894,2398473,0.1158628844
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,All,All,All,All,2218321,17041605,0.1301708965
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,All,All,All,Rural,290718,3112399,0.0934064045
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,All,All,All,Urban,1925214,13903098,0.1384737416
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,All,All,Less than 65,All,224068,1331104,0.1683324519
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,All,Disabled,All,All,215841,1257632,0.1716249268
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,All,ESRD,All,All,29920,253927,0.1178291399
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,Female,All,All,All,1305240,9509116,0.1372619705
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,All,Male,All,All,All,913081,7532489,0.1212190287
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,American Indian / Alaska Native,All,All,All,All,5366,53093,0.1010679374
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,Asian,All,All,All,All,53234,339449,0.1568247366
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,Black/African American,All,All,All,All,180775,1375374,0.1314369764
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,Hispanic,All,All,All,All,204408,1266300,0.1614214641
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,National,Medicare Only,White,All,All,All,All,1717082,13607815,0.1261835203
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,All,Aged,All,All,5761,97786,0.058914364
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,All,All,65-74,All,2938,45710,0.0642747758
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,All,All,75-84,All,1927,34859,0.0552798416
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,All,All,85 and over,All,960,18256,0.0525854514
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,All,All,All,All,7898,114842,0.0687727486
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,All,All,All,Rural,3118,52128,0.0598143033
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,All,All,All,Urban,4768,62587,0.0761819547
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,All,All,Less than 65,All,2073,16017,0.129424986
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,All,Disabled,All,All,2010,15208,0.1321672804
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,All,ESRD,All,All,127,1848,0.0687229437
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,Female,All,All,All,4877,65499,0.074459152
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,All,Male,All,All,All,3021,49343,0.0612244898
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,American Indian / Alaska Native,All,All,All,All,39,649,0.0600924499
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,Asian,All,All,All,All,44,690,0.0637681159
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,Black/African American,All,All,All,All,281,4164,0.0674831892
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,Hispanic,All,All,All,All,233,3040,0.0766447368
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,All,White,All,All,All,All,7099,103847,0.0683601837
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,Medicare & Medicaid,All,All,All,All,All,2342,21422,0.1093268602
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nebraska,Medicare Only,All,All,All,All,All,5556,93420,0.0594733462
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,All,Aged,All,All,19222,166635,0.1153539172
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,All,All,65-74,All,10228,86773,0.1178707663
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,All,All,75-84,All,7030,61684,0.1139679658
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,All,All,85 and over,All,2235,20629,0.1083426245
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,All,All,All,All,23520,195401,0.1203678589
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,All,All,All,Rural,2911,23770,0.1224652924
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,All,All,All,Urban,20592,171352,0.1201736776
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,All,All,Less than 65,All,4027,26315,0.1530305909
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,All,Disabled,All,All,3836,24471,0.1567569776
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,All,ESRD,All,All,462,4295,0.1075669383
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,Female,All,All,All,13879,110218,0.1259231704
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,All,Male,All,All,All,9641,85183,0.1131798598
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,American Indian / Alaska Native,All,All,All,All,104,1156,0.0899653979
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,Asian,All,All,All,All,1185,10548,0.1123435722
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,Black/African American,All,All,All,All,2407,18385,0.1309219472
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,Hispanic,All,All,All,All,2605,20709,0.125790719
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,All,White,All,All,All,All,16635,139469,0.1192738171
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,Medicare & Medicaid,All,All,All,All,All,5152,37208,0.1384648463
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,Nevada,Medicare Only,All,All,All,All,All,18368,158193,0.1161113324
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,All,Aged,All,All,13582,81009,0.1676603834
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,All,All,65-74,All,7084,39236,0.1805484759
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,All,All,75-84,All,4727,28674,0.1648531771
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,All,All,85 and over,All,1892,13753,0.1375699847
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,All,All,All,All,18532,98041,0.1890229598
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,All,All,All,Rural,7645,40055,0.190862564
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,All,All,All,Urban,10853,57766,0.187878683
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,All,All,Less than 65,All,4829,16378,0.2948467456
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,All,Disabled,All,All,4769,16021,0.2976718058
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,All,ESRD,All,All,181,1011,0.1790306627
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,Female,All,All,All,11192,56412,0.1983975041
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,All,Male,All,All,All,7340,41629,0.1763193927
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,American Indian / Alaska Native,All,All,All,All,,45,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,Asian,All,All,All,All,87,516,0.1686046512
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,Black/African American,All,All,All,All,111,555,0.2
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,Hispanic,All,All,All,All,234,1186,0.197301855
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,All,White,All,All,All,All,17519,92844,0.1886928611
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,Medicare & Medicaid,All,All,All,All,All,4314,17506,0.2464297955
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Hampshire,Medicare Only,All,All,All,All,All,14218,80535,0.1765443596
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,All,Aged,All,All,89020,556381,0.1599982746
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,All,All,65-74,All,43914,255306,0.1720053583
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,All,All,75-84,All,32188,203283,0.1583408352
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,All,All,85 and over,All,14186,107022,0.1325521855
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,All,All,All,All,107405,644975,0.1665258343
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,All,All,All,Rural,1116,7727,0.1444286269
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,All,All,All,Urban,106223,635808,0.1670677311
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,All,All,Less than 65,All,17117,79364,0.2156771332
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,All,Disabled,All,All,16476,74570,0.2209467614
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,All,ESRD,All,All,1909,14024,0.1361237878
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,Female,All,All,All,64695,372523,0.1736671293
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,All,Male,All,All,All,42710,272452,0.156761558
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,American Indian / Alaska Native,All,All,All,All,40,264,0.1515151515
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,Asian,All,All,All,All,3640,25311,0.1438109913
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,Black/African American,All,All,All,All,12013,76458,0.1571189411
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,Hispanic,All,All,All,All,11159,66360,0.1681585292
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,All,White,All,All,All,All,77556,458766,0.1690535044
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,Medicare & Medicaid,All,All,All,All,All,19892,125897,0.1580021764
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Jersey,Medicare Only,All,All,All,All,All,87513,519078,0.1685931594
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Mexico,All,All,All,Aged,All,All,13857,118555,0.1168824596
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Mexico,All,All,All,All,65-74,All,7601,61977,0.1226422705
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Mexico,All,All,All,All,75-84,All,4702,42221,0.1113663817
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Mexico,All,All,All,All,85 and over,All,1724,16195,0.1064526088
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Mexico,All,All,All,All,All,All,18116,144244,0.1255927456
Pandemic (March 2020-February 2021),All Telemedicine,2020,03,New Mexico,All,All,All,All,All,Rural,4895,46091,0.1062029463
